1614;5099;336;6023;2180;20;7474;6185;4385;8503;2610;6721;2328;3680;8142;492;902;3901;4779;5627;2516;853;9960;4403;8167;6974;671;6338;7779;6972;3839;6733;6577;7109;6278;8953;2655;3738;6681;9933
5877;9513;4100;3527;9790;1686;932;5657;6306;1944;3586;8498;7580;1355;640;8354;743;7168;6609;3328;8900;443;9210;2403;6180;4788;9423;7132;5522;6843;6554;793;5340;8573;5050;7536;5266;9923;5824;5859
1752;7920;2539;6538;1461;4953;2432;5072;4124;4587;2045;2614;6796;8051;547;7410;8311;8317;7168;841;6123;1527;4768;8293;7716;7506;8504;5291;5278;2017;7166;3617;5433;3525;4854;438;5501;6291;2384;5869
3954;9848;1023;868;5522;2101;6010;7850;775;9607;3673;1015;5874;3976;3892;2004;692;7709;9165;9210;2515;6327;2609;5862;8139;6154;9828;2774;9331;8754;3793;6613;5364;3680;7625;3439;1573;938;7482;308
4782;3369;6629;4835;4817;6997;2216;3696;6306;4348;8281;6315;6510;1689;2065;9216;2996;6221;5859;9856;9668;3353;3278;6143;831;7357;7117;9322;808;956;5766;3392;934;672;6521;3825;6670;5145;7086;2000
5065;3043;1045;9444;6806;5674;9157;7780;7702;6970;5965;6071;1615;94;367;7169;540;5641;9592;8633;7877;1091;8296;1764;7708;5014;8401;4448;6371;2352;731;9562;2549;9059;6485;978;8637;5339;5180;3413
9263;6791;5797;731;2459;1864;9571;9689;5247;2223;6110;2571;8141;9831;9338;2676;2446;880;6152;1199;133;2049;8591;2704;8528;8996;9855;9058;1099;476;5551;8517;1226;4032;4162;7417;7974;799;4968;6888
1640;7660;7342;5899;2098;4713;2701;5000;4838;4813;9258;2207;7988;9799;151;3581;8572;4977;7530;6308;7824;9368;8766;1319;3422;4320;6038;5825;1213;7168;7284;3555;197;9813;4714;1907;2306;4327;6933;766
2913;8971;2070;7323;8837;8419;2270;4840;8162;1339;4397;1054;154;7036;7856;3657;4197;365;8091;6113;3814;744;3468;6985;5552;6792;4048;9886;2810;2816;3036;9191;1519;7200;5574;8722;8000;5611;5011;6777
9299;3822;3747;1045;2813;5997;4342;1261;5150;4283;6693;5745;9791;4688;8776;390;9354;2390;1704;5101;1060;6881;4663;3211;3315;3591;1658;3994;7266;4085;9969;6996;9619;1257;9671;9675;2084;9512;4688;6535
8371;2410;8441;8837;1841;1918;1352;8806;5629;4025;3225;1254;2338;5280;827;8521;2254;3548;9881;1742;7436;4189;1103;2568;4003;9759;1947;4702;6482;7337;9258;3845;6174;2610;3173;8004;137;3992;9304;7503
8640;3178;4474;5464;6684;833;1107;5102;9572;7352;6739;9679;3379;9034;8067;4688;8686;9411;3439;9471;9926;3978;3769;7295;3335;4097;9485;8705;3629;2482;289;2889;3249;8334;5287;5732;8316;4920;3350;1255
2269;6226;7435;5221;1578;2124;2039;5832;7874;3460;9984;6631;7413;9443;3251;1017;1829;9743;2752;6087;3842;2853;3587;5925;7780;421;5602;912;7555;4487;3879;136;4104;899;142;8585;175;7477;4050;9420
2849;10000;2788;4361;3196;2491;8495;1951;8066;898;5640;4333;1177;838;4687;8027;9377;749;4115;3184;5251;1546;194;8790;9073;2668;2777;8381;1527;2260;5815;1967;3583;6167;3318;5083;1451;6385;5014;5128
2627;4701;1130;8508;3707;1316;2365;9477;1870;1451;9412;3023;9703;5175;6183;9681;7399;6967;2261;9713;7249;1909;3064;7749;2851;4823;693;6693;9458;7145;4496;1454;2499;3896;8030;8903;8476;9686;8261;330
6130;8418;3618;6670;6087;6024;9823;4728;4019;9429;6295;4771;5765;7759;1372;5954;2839;3751;1577;6271;3267;4302;8756;7994;5815;9144;8996;7880;5302;5752;8966;3825;2937;6746;8537;6103;8375;3315;3383;1835
9568;4449;7620;5928;2359;7170;4485;346;4259;7342;2575;6310;5881;4144;6197;752;9086;3843;1049;9220;3071;89;594;2289;8336;8667;4294;1509;3764;4343;6137;3930;3869;6252;789;1333;1720;6157;5158;1419
7958;782;5120;3431;7921;5474;762;9959;6939;1435;8590;9970;8535;2929;5867;5549;1503;3995;481;6250;9596;6478;9560;491;1916;2455;1434;3014;2991;4512;8477;1058;9027;6746;2870;9609;807;7856;3387;7851
4357;5227;8921;4782;7618;5534;3695;1838;5101;3062;9794;4341;2785;1671;5039;1585;2359;131;8031;7464;7322;3434;7693;9697;3418;4584;1599;5889;2425;2374;5959;8958;1408;700;263;2766;9208;4071;1254;1202
8146;2159;4182;414;1736;3450;4076;4398;8495;4375;6171;8744;7914;5656;2553;5973;7051;2012;1588;8608;5307;4879;7772;2881;487;329;2269;6833;1456;5996;8569;1413;1367;1475;3484;2192;774;6425;993;2269
1753;9368;5327;4075;2572;8071;129;8892;7429;9300;2520;8118;7302;1740;4478;9581;6052;893;9046;5539;581;8921;5590;6373;5065;5535;6574;5459;7066;8291;8137;6224;7677;1941;8119;1937;8750;6859;8145;2480
7743;5966;873;3;4750;8102;9546;7157;6857;3291;4670;7434;2162;2000;1774;7022;9477;6142;5006;1532;43;4327;3588;9008;4415;7642;2083;2660;1101;5115;814;2945;3491;9958;9810;8804;8155;8632;8215;2132
690;4858;1205;7905;4939;9801;8169;4749;7638;7815;9150;7228;3327;4402;1357;1619;3707;9294;3940;1523;1530;2974;7159;8333;1583;9349;1572;4235;361;772;3949;2238;1612;4176;9221;8522;7115;8683;1987;7298
738;5729;6843;7340;9151;2472;4100;2340;4366;8067;6363;4351;1735;241;1852;688;1957;6527;2374;9907;7223;495;7394;1695;9689;8391;808;8885;5149;5678;3689;7179;5989;6155;4524;9604;5287;8585;8317;8276
8271;7038;7242;5606;8263;1515;8539;711;1688;4878;9792;4550;785;550;7830;8997;3231;3028;5101;970;5061;9859;6563;2571;6982;9395;882;2168;4466;3384;2058;9382;8847;7257;1456;8986;53;3816;5671;4915
1598;7984;2661;5726;4949;1222;7129;7193;3528;4303;6288;5973;6225;6226;8805;736;6549;5229;2994;3571;6307;5106;5130;4997;2057;6311;5136;523;8492;6715;4834;5285;5371;1307;3464;6062;3651;3578;6209;6675
2084;3940;4135;3656;7673;2076;8099;3924;2127;850;4972;5202;1733;9086;1801;2883;9883;9388;2435;4171;9956;4958;1579;1437;1162;6378;3226;1958;1537;5220;3989;455;358;6482;7000;4193;6889;5886;8697;7780
3617;1301;9103;6280;9902;9758;6003;751;6317;2842;4796;9911;864;3594;8754;5276;5707;7490;8906;4817;7132;8539;8844;1952;1997;9111;7354;2517;1114;8685;999;2256;3745;2421;9493;1322;7628;5157;9043;298
5845;259;2720;4339;5224;5602;2331;8151;938;886;3292;4760;8519;1466;2559;5274;7570;3956;9792;5165;1137;7932;3632;5017;925;6279;8205;110;1305;3921;9800;3739;4433;1017;30;3767;4683;2018;9738;519
3091;6447;7388;6853;1508;723;6786;8001;1811;2913;1559;9621;7601;3897;8033;7349;4619;9115;3911;168;1330;4795;7437;2841;3013;1356;644;9816;1079;4560;688;4099;4319;1882;5312;9818;315;7575;1999;6471
3350;4955;5560;6165;9798;8531;5525;2568;3199;1782;3023;1728;9027;8629;6602;455;3472;7938;7835;7511;1483;761;512;6529;6804;9420;1687;7264;730;6084;8948;3559;6952;5950;5883;2220;6967;6849;6900;6926
4307;2680;3347;5203;6074;2883;5136;4553;7136;3915;6009;5881;5753;1586;5984;8529;9365;4997;1532;1402;5797;3858;2614;8961;8249;974;5813;9192;2096;805;4500;3024;7720;3202;215;1157;6423;8627;4274;4753
5756;7490;4963;1049;6581;1569;3656;3557;6574;9943;2658;9264;3981;5307;8665;1981;984;9124;8354;1821;8219;5667;6793;5715;707;5668;5136;2773;723;47;1354;1362;4997;2983;6656;1831;2043;1435;684;9963
364;5179;555;1431;9849;7390;2409;6809;6739;835;9239;24;7216;8896;5458;515;5892;3766;6935;831;3249;6441;5021;6902;421;4398;4480;7833;646;3225;8162;5657;4141;7898;5791;3246;7239;7870;254;308
7179;7694;2456;3242;1109;1524;4959;4511;1616;5495;5393;1169;1321;6724;2932;147;5976;1481;5022;42;8878;7928;6950;5255;9395;761;3901;8539;4935;6067;3657;2297;8780;4751;8261;7285;5864;2027;4633;9769
4797;8599;7394;4664;7231;6432;1960;2655;4981;8293;2334;3927;1258;5605;6001;9747;4813;3582;7778;5846;4841;6105;5583;8331;75;5339;3695;3678;7689;2707;3262;9241;6294;8509;5568;9693;2663;7219;898;7800
3611;4267;4703;5032;2882;8016;3199;8652;7890;7520;2570;7132;2654;2671;9457;4987;1382;8385;5605;1506;1831;8564;6160;5175;8763;8784;9428;7111;5623;8863;5671;2308;6887;7776;3914;7069;4473;3748;8682;4674
9038;1766;3069;9007;1041;9261;625;7647;7043;8224;6158;1762;3877;8678;4747;21;7026;4048;9018;7717;9855;3769;7031;288;7159;2198;7020;2521;9932;5839;673;863;8199;2737;3606;6453;5308;8934;301;781
163;6916;860;4190;3552;80;8633;9844;925;5430;1053;2228;6771;3964;769;9765;5094;4477;611;5730;6383;1911;3814;272;3958;5760;441;9040;1578;7565;2029;727;9843;9059;9074;6630;1019;4135;199;226
688;8504;7563;3748;9873;607;419;1714;3162;6192;7579;8499;6726;6791;9993;8115;5150;9266;6659;9647;7463;9597;633;982;918;9102;7039;6869;5675;5416;1672;4678;4787;3728;7034;2737;1676;5987;2462;1596
1621;7118;6386;8182;4682;7639;1673;6427;4975;1476;9558;5686;5236;6290;3676;9977;6193;1161;3384;6979;7453;3080;4710;5546;303;9385;8050;4487;3133;8025;4031;3386;7007;1292;2833;8283;2343;1579;7727;1220
7610;9591;546;2818;7510;6476;5412;1363;1179;1337;7147;172;617;4745;2480;7423;5784;7019;5441;9087;5556;7276;3115;6107;3116;5578;4326;1553;222;5821;1761;2141;7315;1486;7531;1180;5406;9810;3245;6798
1328;2521;8295;135;66;2871;4239;3052;6608;9378;8918;3898;5045;6434;1267;2869;4491;728;6644;5583;9803;291;2950;4634;51;9892;9815;4097;9230;2521;6678;1223;1773;1720;737;2884;129;3633;2411;1738
2845;851;4220;8518;9408;2327;8809;2395;2413;4952;3210;899;8584;2757;9367;4592;7588;9091;5485;9312;1648;5667;8774;653;9562;9862;7847;1109;5864;8297;2173;256;9617;411;6756;2262;7583;427;2534;3057
3380;9978;6851;1562;7634;6455;3810;5521;4114;4103;1307;2701;3356;5883;108;2453;8392;4115;477;1013;6859;7102;3530;6256;9959;7048;7747;4123;1570;1847;5911;9413;100;9618;4072;8258;1634;217;2135;8196
5351;2378;5119;4493;1256;8634;5223;8126;5852;2701;7476;1666;3529;5631;5895;4177;181;7716;2870;5248;843;2845;1795;1232;4974;833;1823;3900;1433;1100;4085;2818;164;7982;720;7995;9132;3971;1585;8596
3152;2211;8710;6845;5915;3693;5173;3647;7730;7767;3397;3907;9285;6823;7628;5035;6081;7295;6763;1718;9089;9508;6621;3673;4672;8287;5267;810;819;4775;1038;1988;7363;7417;574;9383;4984;6697;3338;400
1550;3893;9842;2967;4605;8833;3144;8125;5668;5456;7030;5858;5426;6823;9750;6292;8860;3164;9167;8559;5881;7518;3758;3913;6153;3589;4017;8013;6426;9529;514;9678;4946;9563;8100;9858;265;2577;575;5117
1134;3108;6511;4476;76;5531;4858;7107;5690;6668;8466;1099;7783;5508;4709;253;5023;1308;5052;6715;6954;2931;9556;2142;940;2968;8094;9044;9900;9909;7358;6979;8517;449;1603;5335;4034;1848;5538;5608
2713;1232;9745;1246;4564;4645;2601;2441;7045;3781;7781;6559;3104;2375;3127;2279;139;7452;4912;6999;4248;2837;1336;2557;8479;3648;487;3902;4700;848;919;9007;6180;4351;7511;5996;2014;1670;1339;5247
5095;6656;9905;53;2531;9444;3282;9310;1091;4460;2453;9671;568;8024;8466;2614;4796;911;4892;3939;3433;4090;1500;9389;7652;7775;4092;245;9343;4920;3983;7060;6591;335;748;7991;7810;5704;3545;601
3148;8971;9568;2459;4567;3792;3025;6360;5338;1041;4366;603;5599;9743;7477;3374;3114;9199;2024;3009;7360;7576;9200;2670;731;4789;1771;8792;2734;9085;3490;7567;1830;7442;8706;2677;4823;9622;311;487
5562;4505;3037;6041;3119;5216;9574;4276;4583;6450;8951;6147;9143;3420;222;8553;8226;6874;9590;352;1112;2755;5823;4085;6681;8243;7053;4530;9707;8157;1852;702;4495;7001;8889;7483;9516;2283;2372;6760
4223;4180;5013;5577;3216;5083;6300;654;3540;144;1495;4387;8071;6502;5960;7395;1635;4602;174;6585;6812;9705;3109;5757;3220;5517;5522;7842;7467;4710;140;3997;954;3049;2736;5003;9218;4799;6657;4668
9623;7164;3467;3279;3851;602;4107;1517;7877;39;8158;1735;4872;9239;3682;3987;5864;6900;6426;8806;8851;8383;5167;7330;9563;1423;9434;2130;6082;7654;6944;8828;5148;4328;694;9423;106;2206;9840;3154
9199;6308;4261;9678;8185;5898;14;2342;3082;8919;1744;6436;7297;3933;8588;8423;2317;9555;2090;7389;2707;7343;8199;9183;4251;9170;591;7068;8701;4210;9186;98;9870;3838;6047;1882;3543;4993;599;7918
8047;3827;7540;9260;3233;1866;3718;3927;3072;6283;4757;5155;1131;4418;8296;7384;8762;182;8315;6670;3014;6633;4205;2146;4989;4670;9030;9060;9649;2506;3681;1990;4932;4432;7570;8870;1435;186;1878;2633
3888;8211;8447;7469;2204;7040;5905;965;2945;9124;4785;1733;1733;499;5065;4500;3351;7896;2817;1137;9045;2091;7468;6550;9900;2653;7545;3018;1076;4528;729;5134;4137;1405;3524;258;3766;4234;6943;6132
731;5843;7199;8153;5153;4207;4626;3681;2809;7600;9753;9721;2534;4580;2828;3333;4586;591;1904;1209;8274;776;5101;5979;2115;5577;4599;2055;1315;1637;3532;3037;5460;5584;2051;6069;3977;2412;5519;5932
8130;3298;6061;3077;6106;9980;8499;5359;2090;4089;3075;2800;1143;198;322;8335;9154;782;7918;5224;1185;9753;5455;3569;2110;8807;648;4206;616;7401;9726;8133;1364;2877;5485;3594;358;1979;8795;956
5456;8802;3249;7594;7339;7071;8047;1143;6234;6597;1257;9673;6221;4704;4105;1634;2039;3499;7127;6720;2985;2969;660;1203;4699;8032;5431;7759;2423;4946;3808;302;8664;8754;8641;8938;4111;8805;4592;8778
3092;3821;6316;9082;3946;1481;8949;5939;219;9991;8978;2544;804;799;7746;6009;5825;2209;5616;8623;387;3433;2114;4454;113;7410;6265;9313;848;8571;1761;3205;9836;8658;3609;9621;7244;9697;6475;5274
4974;8269;54;7234;4393;9336;3500;1780;5794;1043;9201;779;219;4176;5979;6882;8608;1234;3195;8436;4131;432;176;8639;1055;9407;9860;1169;7525;1840;1653;6297;213;7794;6092;7316;5979;5164;3108;7007
9384;5296;6442;7824;5194;602;9063;7501;1849;5758;8337;3854;5276;6965;5109;8703;2429;5654;7891;1036;406;4022;1886;3813;169;9810;2733;7130;3484;6884;6510;2858;7957;6299;827;2337;7813;9823;6628;9206
7411;4144;6695;4035;391;9389;4811;6083;9844;9960;9017;186;3881;9233;3467;3566;6635;2163;6036;8176;6833;1492;2975;9080;4823;3891;7722;8345;4230;2144;8237;6905;6237;8251;6136;3972;2917;195;1342;4693
998;2050;7939;1954;8994;3093;534;7512;8701;6614;5495;959;6749;3254;8185;2414;3101;6855;5512;6297;1176;3063;2965;9051;8623;2195;6664;3272;8680;8267;3899;4327;9519;5503;138;3269;3018;2104;6524;1608
4987;8653;9562;9338;6050;5082;3815;7499;6076;5863;9244;532;5379;7774;7102;1677;2700;8418;2179;6754;3442;6518;4653;7818;1570;6941;1762;8373;5121;4401;8130;6096;8383;9814;3657;7367;3451;2416;9608;278
69;8911;6769;9251;5495;8166;4356;4927;5425;6251;4754;7545;2947;2006;7069;701;4965;7720;2025;5044;4547;3003;1754;8281;3285;2489;693;8645;9862;9594;7963;3914;9788;9261;7385;6989;6524;2327;8563;2090
6065;2975;1394;2676;5471;8570;6745;3365;776;8117;8096;3315;1287;1570;2465;7820;5329;7244;4087;8158;7188;8736;1009;7188;6199;5878;2980;9581;6739;6548;8887;1135;2186;7393;3310;1176;6869;1953;4738;5714
7449;4023;2493;6696;9251;2646;5449;4501;3629;2631;3284;6628;9622;1114;186;5418;6880;6374;1674;1641;7107;9821;7527;8742;8134;5887;7682;4669;8126;7428;3393;4327;7412;6127;2973;5891;1945;8422;9969;8530
5512;7504;1768;7355;7453;1034;8328;3858;8887;2441;3962;6523;3216;843;9924;6835;6027;986;1929;471;5406;9928;4675;2112;6187;1611;4929;5025;644;3979;5819;3309;3758;5833;7584;5567;3357;2213;4240;3610
4111;7796;1356;8798;9696;7518;7462;1618;9238;2430;478;7182;2599;6671;1001;470;4003;8336;6279;358;5063;3043;2277;725;6331;4020;6356;263;1200;6652;9780;35;7145;8618;7528;9225;7142;8959;2677;5106
8383;735;4027;2785;6370;2286;8564;3946;9905;1533;4859;1513;6534;6239;9562;8928;8619;710;6801;8559;7335;6016;9439;3656;5641;6488;1953;2217;1542;9990;6960;9157;9807;3255;1316;5241;3712;6444;3171;7394
8366;2993;8317;5189;3681;1840;2789;2619;8170;9109;8748;2534;4403;5509;2417;3569;3171;3826;6051;5816;6197;8145;763;2007;6568;2751;3396;5584;1987;3978;8565;5629;8400;2754;6506;1387;590;9019;8422;5830
1926;1796;3659;8575;7628;256;7211;3351;4592;1836;1827;4162;6146;3177;6302;7306;1928;8450;391;3516;1482;7519;7263;5591;5172;3292;6373;2129;7483;3605;3233;7207;5962;8039;7641;9224;3621;4171;8687;9468
3904;941;3022;2463;5091;9051;2767;5643;5334;9613;772;5505;455;2614;3878;1001;4106;6211;9357;2677;3897;6330;5752;7795;7722;3610;6968;7524;1673;1343;7666;2184;4613;3722;8743;4469;4820;8453;4020;8590
909;1600;3120;5378;2682;5360;956;9516;7505;1433;1275;5260;4351;3582;227;1322;753;3095;6096;3862;7559;9908;3001;8966;2591;362;9618;2437;7128;9790;8807;5224;8435;4431;395;7421;7510;2527;7303;2392
3653;8883;4722;5284;6524;659;3076;6978;1944;4715;8181;5317;9834;8426;6157;397;1440;6580;6430;9608;8246;6688;3457;1171;6841;3853;6704;1969;2402;4184;8815;6640;8431;2684;3957;65;1931;7521;1844;4702
1262;7637;8098;7507;8632;4760;8293;8581;349;4074;1263;5174;5762;1;7093;130;190;4906;6569;3506;7988;8832;1806;9684;9430;7845;2299;38;9088;7039;6655;2965;3985;1786;7957;8930;6967;7452;9840;8052
4459;3459;1144;1748;8045;2308;9332;7912;6163;7983;6693;1258;5613;1023;8846;6520;2556;9449;2019;2488;9196;5750;4171;9052;5443;165;5123;7814;4526;9598;2582;9182;7724;9708;4187;5336;6169;4915;493;8972
7046;7398;229;2290;7386;1494;7079;9373;1150;4341;6734;7762;4309;7106;4045;1843;8252;3665;2728;1462;3978;5230;4238;4089;8270;89;8233;7812;8336;7359;4301;5439;3219;2448;3548;7104;8731;9787;9065;9857
7590;5322;6295;7997;8009;7230;7876;7103;2051;8382;2695;8096;9762;8186;5538;5047;6260;4606;1994;1878;6801;9410;3092;8655;9138;981;5503;7729;3429;9384;6103;3632;7411;7835;4185;8336;8579;3163;663;5256
5737;5430;1254;1204;9392;3494;9806;5392;4249;8939;8696;8547;7296;5572;5520;3203;1825;5456;9201;8323;1176;5326;4061;7562;5908;9157;7409;650;4681;3621;4764;1678;2202;3256;6955;6384;7255;1245;5040;2930
54;9883;2221;7105;953;2083;6759;3442;1853;1511;6269;8264;7626;4347;1710;9374;7256;84;8887;9758;3524;2242;6347;9471;5571;2455;1193;695;908;2968;8491;5848;2109;3285;5748;7586;8728;6422;1209;2541
6832;9026;3621;7747;6939;7495;1552;9815;6115;9126;2343;2150;1541;3344;4346;4754;936;3082;1217;4494;9881;513;3742;1120;7327;4488;2899;5739;8324;9304;7703;4012;7395;5688;2725;5882;6836;5263;3148;7312
1742;9192;9707;7206;7563;169;1919;4440;6592;4471;5657;5790;6970;7423;292;5414;1463;1267;1380;504;3618;9191;7211;5743;5686;3053;1373;1286;6141;5213;8953;5130;4606;6783;996;916;8491;5643;398;6523
8778;7545;2535;7084;2039;2812;5632;8504;1976;9268;9121;3979;6582;9283;3044;6529;6343;5115;7947;5183;4832;2105;2640;1026;5495;3679;6715;2103;7472;5623;5749;2861;8906;9632;9782;4718;8320;7743;9828;9175
3388;9953;2924;3889;1704;7031;3560;5110;9989;9367;8185;6994;6594;526;9937;9415;7130;1128;2747;1140;4572;4650;7524;4457;3304;1781;8262;720;1210;4105;2598;3633;5147;1031;9599;8563;2920;6132;7368;1700
9215;366;4452;2438;3861;10;1950;6021;8276;6539;7743;1175;9950;4201;316;9243;5448;8573;7282;7149;9569;5989;2897;6410;1987;9405;9613;4398;3031;1030;1036;2021;7067;5798;7504;4127;5370;2673;998;5039
353;2666;3019;1850;9529;3442;7718;2367;700;441;2616;2940;9521;3564;990;3778;6790;6607;3229;5834;5628;3925;9292;3837;8032;5042;761;4656;6207;3334;8941;8792;6546;9304;4945;5519;3175;2478;8772;8968
3546;8478;7018;3252;753;9456;3039;9652;5949;6738;9148;7822;9519;4268;7733;5988;1527;236;7067;2208;356;2145;8011;9890;3418;7472;9840;5975;5367;8108;6929;9468;7327;1756;3241;1312;5311;7626;8179;4000
7226;6909;5654;798;5648;765;8029;9922;7881;9840;7962;8642;5752;9717;4142;5886;5023;6108;1363;9662;8373;2074;1501;7350;6483;7137;9556;2760;8901;4742;8100;3751;116;181;4255;8149;6522;5882;5623;3728
6824;4698;5453;91;1823;4748;2800;6437;9512;1254;406;9405;7921;1813;1620;9443;1282;1593;7769;2499;4688;4062;9125;6205;8707;1002;5826;6190;8137;2843;9946;8670;8474;6609;6273;61;9544;4148;7310;2963
8249;7748;7489;623;1377;3711;2688;8703;5061;7013;3736;4034;9594;1805;6792;4939;7042;3146;9251;6627;4395;5133;7112;8219;6820;9385;8657;5020;3984;5668;9692;800;7421;3413;7646;56;8413;8853;5335;9500
3961;7524;383;1323;3096;6035;2934;8214;6979;156;2566;1534;4035;8501;5131;9588;5713;2420;1602;2502;9353;3024;3988;3862;2150;5746;7825;6979;4188;1279;6873;5398;9162;9301;3224;3121;8527;8031;5257;9888
8555;8282;6604;823;52;5462;1607;7764;7348;6749;6642;1694;6556;3528;2089;1801;3101;1108;6778;6930;5015;8728;5255;9440;1621;2884;8378;9825;6873;6167;9424;2820;2844;1918;1132;2209;1622;2296;3952;2041
3252;3620;2111;6540;3237;8212;2072;9661;5600;6413;7450;7923;6541;5898;5522;6930;9308;7992;3086;2820;3074;2290;3630;4778;7323;1544;3498;3689;8529;8555;2079;5054;7773;5552;9910;1329;6329;4457;9024;38
1237;3317;1878;9178;4415;193;8766;718;6942;837;8728;6327;4819;595;5687;6851;3726;4167;9775;8507;8083;9061;3621;4312;4061;9903;4779;8796;7103;1117;8374;7738;1983;4909;8578;2331;7467;9979;3582;8979
8229;3937;6342;1745;3850;9003;2601;4353;8414;6255;8396;2625;4549;8408;1623;6230;2559;4932;6059;718;8719;6149;1724;6938;6801;4900;2441;5164;3376;5332;21;5503;594;8434;4642;4498;9754;3039;2651;235
5228;9182;6306;4697;1069;7967;4757;2665;1986;8365;1964;1005;6272;6738;5180;838;755;9310;7123;7820;6852;1290;6050;2471;2423;8907;534;3384;6271;2206;9975;990;858;7163;7598;8537;4085;5385;22;9947
2825;8461;6347;1299;9340;1926;177;3826;6623;661;9940;1526;301;3610;6500;5743;2793;683;2133;2414;83;8863;1643;5062;2699;7700;4659;8091;262;6588;7948;412;3311;7573;7967;9070;7038;7735;6816;6131
9008;4665;9260;9814;7005;7014;4530;2641;3715;9656;4283;5164;2120;9606;7240;3757;9213;4511;1809;4905;5916;283;307;6435;7914;8214;2256;8212;5560;4800;9689;984;947;9412;4393;2240;6794;5943;5573;2229
4867;4601;6574;1618;1356;9137;948;4645;2793;2981;1449;8101;8934;4961;313;6966;8325;1622;5590;2135;8232;8489;6212;4276;3028;7062;7988;606;4216;7813;3800;8099;827;1985;3858;7515;1107;6649;6124;7477
5123;8093;2698;6841;3199;8396;5326;6560;6949;8824;2052;9364;8063;1536;7451;6716;4996;8034;923;7680;9220;8759;1065;3654;817;3286;9267;6190;7833;4699;2379;2584;5036;4872;2538;5305;5513;9650;2063;6913
2881;4200;2704;1637;2788;9164;1458;8487;9866;7692;9696;8419;320;1893;8371;9888;933;4804;9733;2927;2433;583;5161;1791;8881;1321;9460;155;5023;3574;4299;891;401;1549;7350;4493;2419;6715;9096;6407
534;5539;6321;3684;275;8056;9815;5675;8883;9976;4002;1801;4047;218;7833;1825;3382;3865;9598;510;5143;7809;3070;9068;9956;2652;8807;376;9297;9773;2373;3588;8891;6906;718;6468;4259;9065;9052;547
1226;4192;3153;5021;6352;4515;6252;220;997;5285;5382;415;7978;2288;9383;8758;1649;8336;9673;4226;637;6796;5269;1590;7429;7136;5609;612;540;3470;8242;9980;3103;2109;3617;4781;6363;8258;5854;3729
7783;5163;6671;3812;1248;1240;9420;5543;1221;2040;1591;1576;3579;4238;7067;5084;3359;8281;3904;2027;3647;4804;9511;3177;478;7463;2693;7602;5732;1480;1228;9227;3754;2817;4403;2010;7712;7691;2238;7316
8542;5878;7020;9147;2736;4179;8183;9005;5215;8288;8601;2414;49;2335;8904;3348;4874;5389;6567;1180;4545;3339;8200;7128;5745;2743;6732;3658;7093;464;9982;805;8595;9206;3501;7944;240;4451;8498;8216
1973;2685;5175;5485;6328;4318;2839;499;606;7228;826;3729;7620;8497;8412;7281;2773;2553;7676;7214;499;3683;584;610;4964;9682;424;8853;8299;1266;8185;9661;4655;8779;6468;5686;9850;3746;7063;6710
